Results from heasarc_atnfpulsar: ATNF Pulsar Catalog
Coordinate system:  Equatorial
|name            |ra           |dec          |period               |period_error|period_dot  |period_dot_error|dm        |dm_error|flux_1400_mhz|flux_1400_mhz_error|spect_index|spect_index_error|a1             |a1_error|eccentricity|eccentricity_error|min_mass|median_mass|companion_type|mass_ratio|mass_ratio_error|distance|pulsar_type|age     |b_surf  |transverse_velocity|
|PSR J1459-6053  |14 59 29.9900|-60 53 20.700|0.103150638274       |     1.1e-11| 2.52704e-14|         6.0e-19|          |        |             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    1.84|NRAD       |6.47e+04|1.63e+12|                   |
|PSR J1115-6052  |11 15 53.6800|-60 52 17.800|0.259776659501       |     9.0e-12| 7.23500e-15|         5.0e-18| 226.92000| 0.05000|        0.480|              0.030|       -1.2|              0.2|               |        |            |                  |        |           |              |          |                |    2.18|R          |5.69e+05|1.39e+12|                   |
|PSR J1407-6048  |14 07 58.6400|-60 48 58.800|0.49234420664        |     5.0e-11| 3.15600e-15|         8.0e-18| 575.20000| 1.70000|        0.200|              0.030|           |                 |               |        |            |                  |        |           |              |          |                |    7.86|R          |2.47e+06|1.26e+12|                   |
|PSR J1420-6048  |14 20 08.2370|-60 48 16.430|0.06817987659        |     2.0e-11| 8.31670e-14|         3.0e-18| 360.15000| 0.06000|        1.190|              0.060|       -0.3|              0.1|               |        |            |                  |        |           |              |          |                |    5.63|HE         |1.30e+04|2.41e+12|                   |
|PSR J1648-6044  |16 48 51.2300|-60 44 25.500|0.58376499689        |     5.0e-11| 4.29000e-16|         3.0e-18| 106.20000| 0.10000|        0.700|              0.100|           |                 |               |        |            |                  |        |           |              |          |                |    5.57|R          |2.16e+07|5.06e+11|                   |
|PSR J0919-6040  |09 19 27.8700|-60 40 50.400|1.2169757230         |     6.0e-10| 1.00000e-17|         2.0e-17|  82.50000| 0.30000|        0.200|                   |           |                 |               |        |            |                  |        |           |              |          |                |    0.36|R          |1.93e+09|1.12e+11|                   |
|PSR J1433-6038  |14 33 13.1800|-60 38 34.700|1.9544296353         |     5.0e-10| 5.63000e-15|         4.0e-17| 409.00000| 2.00000|        0.230|                   |           |                 |               |        |            |                  |        |           |              |          |                |    6.22|R          |5.50e+06|3.36e+12|                   |
|PSR J1359-6038  |13 59 58.2480|-60 38 07.550|0.1275084662167      |     4.0e-13| 6.33028e-15|         1.2e-20| 293.73600| 0.00300|       12.500|              0.600|       -1.9|              0.1|               |        |            |                  |        |           |              |          |                |    5.00|R          |3.19e+05|9.09e+11|                   |
|PSR J1416-6037  |14 16 30.5900|-60 37 59.500|0.29558048193        |     3.0e-11| 4.28000e-15|         1.5e-17| 289.20000| 1.00000|        0.700|              0.080|           |                 |               |        |            |                  |        |           |              |          |                |    5.08|R          |1.09e+06|1.14e+12|                   |
|PSR J1105-6037  |11 05 00.4800|-60 37 16.300|0.194938267113       |     4.0e-12| 2.18372e-14|         8.0e-20|          |        |             |                   |           |                 |               |        |            |                  |        |           |              |          |                |        |NRAD       |1.41e+05|2.09e+12|                   |
|PSR J1452-6036  |14 52 51.8980|-60 36 31.350|0.1549913579183      |     8.0e-13| 1.44989e-15|         1.0e-19| 349.54000| 0.02000|        1.900|              0.100|       -1.1|              0.1|               |        |            |                  |        |           |              |          |                |    6.13|R          |1.69e+06|4.80e+11|                   |
|PSR J1225-6035  |12 25 28.6300|-60 35 37.600|0.626323941978       |     1.8e-11| 2.88000e-16|         8.0e-18| 176.10000| 1.00000|        0.260|              0.040|       -1.7|              0.6|               |        |            |                  |        |           |              |          |                |    2.19|R          |3.45e+07|4.30e+11|                   |
|PSR J0834-60    |08 34 50.0000|-60 35 00.000|0.384645             |     6.0e-06|            |                |  20.00000| 6.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    0.10|R          |        |        |                   |
|PSR J1146-6030  |11 46 07.7220|-60 30 59.490|0.2733745086436      |     8.0e-13| 1.78800e-15|         8.0e-20| 111.68000| 0.07000|        3.200|              0.600|       -1.6|              0.3|               |        |            |                  |        |           |              |          |                |    1.63|R          |2.42e+06|7.07e+11|                   |
|PSR J1434-6029  |14 34 39.1000|-60 29 49.000|0.96334832315        |     1.6e-10| 1.03000e-15|         8.0e-17| 282.00000| 3.00000|        0.140|              0.020|           |                 |               |        |            |                  |        |           |              |          |                |    4.81|R          |1.48e+07|1.01e+12|                   |
|PSR J1055-6028  |10 55 39.1900|-60 28 37.500|0.099660833480       |     3.0e-12| 2.95322e-14|         5.0e-19| 636.50000| 0.10000|        0.950|              0.050|           |                 |               |        |            |                  |        |           |              |          |                |    3.83|HE         |5.35e+04|1.74e+12|                   |
|PSR J1444-6026  |14 44 06.0200|-60 26 09.400|4.7585755679         |     2.0e-10| 1.85420e-14|         8.0e-18| 367.70000| 1.40000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    5.82|R          |4.07e+06|9.51e+12|                   |
|PSR J1020-6026  |10 20 11.4000|-60 26 06.800|0.140479910179       |     8.0e-12| 6.73860e-15|         2.0e-18| 441.50000| 0.40000|        0.250|              0.010|           |                 |               |        |            |                  |        |           |              |          |                |    3.26|R          |3.30e+05|9.85e+11|                   |
|PSR J1103-6025  |11 03 31.4800|-60 25 36.390|0.396586748928       |     5.0e-12| 9.90400e-16|         1.9e-18| 275.90000| 0.30000|        0.170|              0.030|           |                 |               |        |            |                  |        |           |              |          |                |    2.38|R          |6.34e+06|6.34e+11|                   |
